RegionID,SizeRank,RegionName,RegionType,StateName,11/30/2023
394589,109,Fayetteville - NC,msa,NC,146032.0268
394792,110,Lexington - KY,msa,KY,188373.2347
394971,111,Pensacola - FL,msa,FL,211470.0618
395068,112,Santa Rosa - CA,msa,CA,636638.5502
395019,113,Reno - NV,msa,NV,384793.5895
394698,114,Huntsville - AL,msa,AL,204280.9271
394995,115,Port St. Lucie - FL,msa,FL,299269.0181
394761,116,Lafayette - LA,msa,LA,131547.1842
394898,117,Myrtle Beach - SC,msa,SC,251977.0378
395116,118,Springfield - MO,msa,MO,143634.2323
395195,119,Visalia - CA,msa,CA,229219.4189
394746,120,Killeen - TX,msa,TX,150466.0232
394338,121,Asheville - NC,msa,NC,327863.6293
395244,122,York - PA,msa,PA,201284.1354
395183,123,Vallejo - CA,msa,CA,441838.2433
753917,124,Santa Maria - CA,msa,CA,876706.9123
395050,125,Salinas - CA,msa,CA,755047.6844
395048,126,Salem - OR,msa,OR,327827.0574
394870,127,Mobile - AL,msa,AL,109987.9058
395015,128,Reading - PA,msa,PA,203652.4669
394502,129,Corpus Christi - TX,msa,TX,165506.9171
394421,130,Brownsville - TX,msa,TX,167927.6112
394820,131,Manchester - NH,msa,NH,351708.6315
394612,132,Fort Wayne - IN,msa,IN,139470.5553
394658,133,Gulfport - MS,msa,MS,152318.3013
395051,134,Salisbury - MD,msa,DE,356658.3589
394596,135,Flint - MI,msa,MI,85273.97346
394972,136,Peoria - IL,msa,IL,85350.91364
394439,137,Canton - OH,msa,OH,131387.2466
395070,138,Savannah - GA,msa,GA,223338.9886
394327,139,Anchorage - AK,msa,AK,245367.3656
394372,140,Beaumont - TX,msa,TX,112685.5426
395096,141,Shreveport - LA,msa,LA,54817.2005
395164,142,Trenton - NJ,msa,NJ,296404.3802
394875,143,Montgomery - AL,msa,AL,104183.1555
394520,144,Davenport - IA,msa,IL,119732.0869
395146,145,Tallahassee - FL,msa,FL,168217.8446
394576,146,Eugene - OR,msa,OR,353868.1011
394901,147,Naples - FL,msa,FL,446616.418
394332,148,Ann Arbor - MI,msa,MI,268818.0715
394927,149,Ocala - FL,msa,FL,221536.1354
394679,150,Hickory - NC,msa,NC,170610.0874
394697,151,Huntington - WV,msa,OH,88443.80178
394602,152,Fort Collins - CO,msa,CO,410588.6919
395033,153,Rockford - IL,msa,IL,119595.6614
394796,154,Lincoln - NE,msa,NE,214601.9303
394622,155,Gainesville - FL,msa,FL,193659.1358
394405,156,Boulder - CO,msa,CO,495614.8764
394646,157,Green Bay - WI,msa,WI,202103.1653
394488,158,Columbus - GA,msa,GA,83020.58917
395107,159,South Bend - IN,msa,IN,130252.9993
395109,160,Spartanburg - SC,msa,SC,147298.6449
394645,161,Greeley - CO,msa,CO,364913.0697
394808,162,Lubbock - TX,msa,TX,105475.497
394471,163,Clarksville - TN,msa,TN,166778.6405
395028,164,Roanoke - VA,msa,VA,180030.5052
394579,165,Evansville - IN,msa,IN,118607.8547
394747,167,Kingsport - TN,msa,TN,149018.1005
394741,168,Kennewick - WA,msa,WA,278936.6517
395179,169,Utica - NY,msa,NY,157027.739
394660,170,Hagerstown - MD,msa,MD,212790.1438
394543,171,Duluth - MN,msa,MN,190471.0474
394937,172,Olympia - WA,msa,WA,419551.9058
394803,173,Longview - TX,msa,TX,143743.5041
395229,174,Wilmington - NC,msa,NC,286213.8847
395061,175,San Luis Obispo - CA,msa,CA,691738.5258
753875,176,Crestview - FL,msa,FL,389824.7368
394851,177,Merced - CA,msa,CA,287535.2856
395197,178,Waco - TX,msa,TX,135724.253
394447,179,Cedar Rapids - IA,msa,IA,136428.5166
394348,180,Atlantic City - NJ,msa,NJ,250305.9771
394412,181,Bremerton - WA,msa,WA,443474.7326
395103,182,Sioux Falls - SD,msa,SD,238221.5256
395065,183,Santa Cruz - CA,msa,CA,888427.6352
394572,184,Erie - PA,msa,PA,140661.0296
394924,185,Norwich - CT,msa,CT,269256.1782
394323,186,Amarillo - TX,msa,TX,106164.8773
394772,187,Laredo - TX,msa,TX,144642.1074
395171,188,Tuscaloosa - AL,msa,AL,165285.801
394483,189,College Station - TX,msa,TX,185225.3683
394732,190,Kalamazoo - MI,msa,MI,170121.9538
394811,191,Lynchburg - VA,msa,VA,187165.6715
394455,192,Charleston - WV,msa,WV,88216.52406
395240,193,Yakima - WA,msa,WA,234400.8949
394585,194,Fargo - ND,msa,ND,197248
394387,195,Binghamton - NY,msa,NY,125520.8525
394609,196,Fort Smith - AR,msa,AR,107721.6567
394334,197,Appleton - WI,msa,WI,199237.99
395161,199,Topeka - KS,msa,KS,110022.799
394813,200,Macon - GA,msa,GA,67078.84098
395174,201,Tyler - TX,msa,TX,195721.6051
394361,202,Barnstable Town - MA,msa,MA,538544.0945
394519,203,Daphne - AL,msa,AL,393840.5922
394378,205,Bellingham - WA,msa,WA,466827.2832
394429,206,Burlington - VT,msa,VT,342424.8778
395030,207,Rochester - MN,msa,MN,234339.4642
753895,208,Lafayette - IN,msa,IN,157120.5095
394454,209,Champaign - IL,msa,IL,139104.2514
394848,210,Medford - OR,msa,OR,335644.287
394459,212,Charlottesville - VA,msa,VA,293894.9966
394763,213,Lake Charles - LA,msa,LA,108889.4044
394773,214,Las Cruces - NM,msa,NM,194696.7166
394464,215,Chico - CA,msa,CA,269745.8785
394681,216,Hilton Head Island - SC,msa,SC,438402.5781
394346,217,Athens - GA,msa,GA,229668.8202
394765,218,Lake Havasu City - AZ,msa,AZ,278065.1055
394485,219,Columbia - MO,msa,MO,158168.2827
395114,220,Springfield - IL,msa,IL,100276.229
394691,221,Houma - LA,msa,LA,125719.7764
394872,222,Monroe - LA,msa,LA,63464.32372
394565,223,Elkhart - IN,msa,IN,162729.9686
394726,224,Johnson City - TN,msa,TN,186993.4108
395247,225,Yuma - AZ,msa,AZ,221282.767
394623,226,Gainesville - GA,msa,GA,253310.5537
394716,227,Jacksonville - NC,msa,NC,170355.5786
394597,228,Florence - SC,msa,SC,98177.90277
394680,229,Hilo - HI,msa,HI,503525.8229
395118,230,St. Cloud - MN,msa,MN,235203.0868
395011,231,Racine - WI,msa,WI,189125.495
394380,232,Bend - OR,msa,OR,551325.2111
395047,233,Saginaw - MI,msa,MI,87688.50153
395202,234,Warner Robins - GA,msa,GA,120652.5859
395151,235,Terre Haute - IN,msa,IN,99179.71399
395162,236,Torrington - CT,msa,CT,264675.1429
395009,237,Punta Gorda - FL,msa,FL,261294.0663
394386,239,Billings - MT,msa,MT,283150.3708
395018,240,Redding - CA,msa,CA,255837.1421
394748,241,Kingston - NY,msa,NY,310646.0059
394960,242,Panama City - FL,msa,FL,359519.5248
394729,243,Joplin - MO,msa,MO,115874.2047
394539,244,Dover - DE,msa,DE,231625.4293
394559,245,El Centro - CA,msa,CA,227172.3535
394712,246,Jackson - TN,msa,TN,105113.7828
395246,247,Yuba City - CA,msa,CA,273970.5801
394406,248,Bowling Green - KY,msa,KY,152047.5206
395119,249,St. George - UT,msa,UT,356345.6865
394896,250,Muskegon - MI,msa,MI,158248.0069
394299,251,Abilene - TX,msa,TX,116626.1597
394707,252,Iowa City - IA,msa,IA,174569.7204
394351,253,Auburn - AL,msa,AL,241473.0626
394860,254,Midland - TX,msa,TX,183545.1263
753869,255,Bloomington - IL,msa,IL,143872.0021
394671,255,Hattiesburg - MS,msa,MS,118584.726
394944,257,Oshkosh - WI,msa,WI,184781.5368
394555,258,Eau Claire - WI,msa,WI,218813.0633
394651,259,Greenville - NC,msa,NC,142441.0591
394428,260,Burlington - NC,msa,NC,174566.1864
395210,261,Waterloo - IA,msa,IA,123728.1572
394480,262,Coeur d'Alene - ID,msa,ID,429578.0823
394553,263,East Stroudsburg - PA,msa,PA,199631.777
395007,264,Pueblo - CO,msa,CO,204598.4706
394392,265,Blacksburg - VA,msa,VA,187190.2839
395215,266,Wausau - WI,msa,WI,154654.3796
394731,267,Kahului - HI,msa,HI,970817.8747
394720,268,Janesville - WI,msa,WI,171993.215
395170,269,Tupelo - MS,msa,MS,126289.4491
394393,270,Bloomington - IN,msa,IN,205377.275
394930,271,Odessa - TX,msa,TX,137671.332
394710,272,Jackson - MI,msa,MI,137850.5309
395125,273,State College - PA,msa,PA,231680.4983
395079,274,Sebastian - FL,msa,FL,265740.2533
394814,275,Madera - CA,msa,CA,278891.8719
394523,276,Decatur - AL,msa,AL,166251.2946
394453,277,Chambersburg - PA,msa,PA,198921.1621
395193,278,Vineland - NJ,msa,NJ,179820.2551
394703,279,Idaho Falls - ID,msa,ID,255359.443
394639,280,Grand Junction - CO,msa,CO,287221.9646
394563,281,Elizabethtown - KY,msa,KY,140841.2002
394917,282,Niles - MI,msa,MI,188848.0309
394873,283,Monroe - MI,msa,MI,160255.8062
395066,284,Santa Fe - NM,msa,NM,462909.3274
394493,285,Concord - NH,msa,NH,336458.9074
394314,286,Alexandria - LA,msa,LA,86008.63263
395163,287,Traverse City - MI,msa,MI,316455.8233
394359,288,Bangor - ME,msa,ME,208217.0916
394685,289,Homosassa Springs - FL,msa,FL,208006.8576
394662,290,Hanford - CA,msa,CA,220141.6926
394723,291,Jefferson City - MO,msa,MO,152177.0152
394598,292,Florence - AL,msa,AL,120573.823
394537,293,Dothan - AL,msa,AL,98782.99319
394802,294,London - KY,msa,KY,97097.47385
394306,295,Albany - GA,msa,GA,53891.40411
395102,297,Sioux City - IA,msa,IA,145679.5967
395223,298,Wichita Falls - TX,msa,TX,81178.99881
395152,299,Texarkana - TX,msa,TX,106807.5998
395182,300,Valdosta - GA,msa,GA,114919.4824
394800,301,Logan - UT,msa,UT,301672.3274
394595,302,Flagstaff - AZ,msa,AZ,442198.6541
395036,303,Rocky Mount - NC,msa,NC,104924.5811
395000,304,Pottsville - PA,msa,PA,96056.51541
394515,305,Dalton - GA,msa,GA,170570.4191
394783,306,Lebanon - PA,msa,PA,213027.9552
394880,307,Morristown - TN,msa,TN,201291.4941
395232,308,Winchester - VA,msa,VA,236313.3382
395221,309,Wheeling - WV,msa,OH,91294.80145
394879,310,Morgantown - WV,msa,WV,162188.1202
394756,311,La Crosse - WI,msa,WI,201499.334
394900,312,Napa - CA,msa,CA,752878.8539
395013,313,Rapid City - SD,msa,SD,266014.9743
395139,314,Sumter - SC,msa,SC,87940.07152
394577,315,Eureka - CA,msa,CA,371841.3233
395117,316,Springfield - OH,msa,OH,121381.9002
394668,317,Harrisonburg - VA,msa,VA,235516.7688
394368,318,Battle Creek - MI,msa,MI,124564.8492
395094,319,Sherman - TX,msa,TX,170595.6124
394821,320,Manhattan - KS,msa,KS,138594.9831
394442,321,Carbondale - IL,msa,IL,75677.94149
394727,322,Johnstown - PA,msa,PA,70360.63475
394728,323,Jonesboro - AR,msa,AR,112749.3823
394390,324,Bismarck - ND,msa,ND,224447.7154
394661,325,Hammond - LA,msa,LA,148507.9634
394983,326,Pittsfield - MA,msa,MA,280768.3944
394890,327,Mount Vernon - WA,msa,WA,445995.84
394719,328,Jamestown - NY,msa,NY,135234.5051
395153,329,The Villages - FL,msa,FL,300433.6795
394307,330,Albany - OR,msa,OR,300000.2557
394633,331,Glens Falls - NY,msa,NY,225135.4688
394780,332,Lawton - OK,msa,OK,58399.1706
394474,334,Cleveland - TN,msa,TN,217726.533
395098,335,Sierra Vista - AZ,msa,AZ,192456.3332
394325,336,Ames - IA,msa,IA,168357.2924
394824,337,Mansfield - OH,msa,OH,116547.5885
395128,338,Staunton - VA,msa,VA,210990.7578
394353,339,Augusta - ME,msa,ME,262831.908
394321,340,Altoona - PA,msa,PA,129022.2232
394905,341,New Bern - NC,msa,NC,158638.8376
394588,342,Farmington - NM,msa,NM,186517.7586
395120,343,St. Joseph - MO,msa,MO,113809.2513
395054,344,San Angelo - TX,msa,TX,154149.4438
395218,345,Wenatchee - WA,msa,WA,404208.8146
394949,346,Owensboro - KY,msa,KY,121452.3305
753890,347,Holland - MI,msa,MI,245248.6589
394810,348,Lumberton - NC,msa,NC,75184.27339
394778,349,Lawrence - KS,msa,KS,202383.5042
394635,350,Goldsboro - NC,msa,NC,101661.8338
395213,351,Watertown - NY,msa,NY,164565.6338
395089,352,Sheboygan - WI,msa,WI,193607.9489
395217,353,Weirton - WV,msa,OH,80175.00995
394867,354,Missoula - MT,msa,MT,434082.5701
394407,356,Bozeman - MT,msa,MT,517037.0394
394333,357,Anniston - AL,msa,AL,88219.89286
394374,358,Beckley - WV,msa,WV,78926.22131
395225,359,Williamsport - PA,msa,PA,168046.1884
394423,360,Brunswick - GA,msa,GA,253763.7909
753872,361,California - MD,msa,MD,248791.317
395173,361,Twin Falls - ID,msa,ID,227016.5132
394495,363,Cookeville - TN,msa,TN,212019.8467
394893,364,Muncie - IN,msa,IN,84177.42037
394857,365,Michigan City - IN,msa,IN,156905.0979
395039,366,Roseburg - OR,msa,OR,245646.7858
394788,367,Lewiston - ME,msa,ME,255304.6247
394804,368,Longview - WA,msa,WA,291866.8196
394932,369,Ogdensburg - NY,msa,NY,110345.8749
394734,370,Kankakee - IL,msa,IL,135918.9366
394396,371,Bluefield - WV,msa,VA,80873.34869
395095,372,Show Low - AZ,msa,AZ,316327.6694
395023,373,Richmond - KY,msa,KY,143990.4999
395168,374,Tullahoma - TN,msa,TN,185807.4814
395222,375,Whitewater - WI,msa,WI,260585.3006
394709,376,Ithaca - NY,msa,NY,246260.7457
394637,377,Grand Forks - ND,msa,MN,175967.5539
394524,378,Decatur - IL,msa,IL,54278.913
394762,379,LaGrange - GA,msa,GA,90259.09041
394369,380,Bay City - MI,msa,MI,120164.093
394599,381,Fond du Lac - WI,msa,WI,164475.7917
394630,382,Gettysburg - PA,msa,PA,219231.957
394620,383,Gadsden - AL,msa,AL,83069.81723
394733,384,Kalispell - MT,msa,MT,506669.0255
394518,385,Danville - VA,msa,VA,96202.58
394823,386,Mankato - MN,msa,MN,226676.5211
394794,387,Lima - OH,msa,OH,101387.2776
753915,388,Salem - OH,msa,OH,108923.9192
395166,389,Truckee - CA,msa,CA,460195.4545
395080,390,Sebring - FL,msa,FL,192012.1246
394462,391,Cheyenne - WY,msa,WY,257935.2954
394689,392,Hot Springs - AR,msa,AR,169331.5863
394302,393,Adrian - MI,msa,MI,169814.6762
395090,394,Shelby - NC,msa,NC,163666.9227
394542,396,Dubuque - IA,msa,IA,170303.1632
394852,397,Meridian - MS,msa,MS,51258.82739
753912,398,Pinehurst - NC,msa,NC,255481.6093
394953,399,Paducah - KY,msa,KY,104187.1129
395190,400,Victoria - TX,msa,TX,113499.4383
395038,401,Rome - GA,msa,GA,148050.4529
395086,402,Sevierville - TN,msa,TN,465700.1974
394882,403,Moses Lake - WA,msa,WA,255193.5669
394340,404,Ashtabula - OH,msa,OH,124014.1876
394441,405,Cape Girardeau - MO,msa,MO,138346.3103
394311,406,Albertville - AL,msa,AL,157693.9248
394580,407,Fairbanks - AK,msa,AK,224828.2864
394410,408,Brainerd - MN,msa,MN,274017.4794
394513,409,Cumberland - MD,msa,MD,117342.0267
394928,410,Ocean City - NJ,msa,NJ,441428.8636
394505,411,Corvallis - OR,msa,OR,400403.2
394988,412,Pocatello - ID,msa,ID,227031.6838
394501,413,Corning - NY,msa,NY,130733.2926
394911,414,New Philadelphia - OH,msa,OH,137456.0304
395140,415,Sunbury - PA,msa,PA,117574.0375
395175,416,Ukiah - CA,msa,CA,492924.7569
753887,417,Hermiston - OR,msa,OR,209797.5785
394469,418,Clarksburg - WV,msa,WV,95180.85099
394964,419,Parkersburg - WV,msa,WV,104833.8983
394373,420,Beaver Dam - WI,msa,WI,192882.4822
394980,421,Pine Bluff - AR,msa,AR,64827.72888
394641,422,Grants Pass - OR,msa,OR,309620.2655
394511,424,Cullman - AL,msa,AL,162304.2305
394809,425,Lufkin - TX,msa,TX,133063.3272
395248,426,Zanesville - OH,msa,OH,131360.4607
394907,427,New Castle - PA,msa,PA,110515.8358
394925,428,Oak Harbor - WA,msa,WA,587791.4147
394942,429,Orangeburg - SC,msa,SC,86080.80679
395212,430,Watertown - WI,msa,WI,234750.8481
394847,431,Meadville - PA,msa,PA,116937.7434
394568,432,Elmira - NY,msa,NY,106567.8941
394644,433,Great Falls - MT,msa,MT,227545.5166
394776,434,Laurel - MS,msa,MS,109275.6942
395042,435,Russellville - AR,msa,AR,117342.0614
394704,436,Indiana - PA,msa,PA,107282.79
394859,437,Midland - MI,msa,MI,144808.2514
394755,438,Kokomo - IN,msa,IN,92977.35764
394395,439,Bloomsburg - PA,msa,PA,167996.8678
394941,440,Opelousas - LA,msa,LA,99343.36462
394675,441,Helena - MT,msa,MT,344403.879
394744,442,Key West - FL,msa,FL,803253.7106
395145,443,Talladega - AL,msa,AL,119293.7847
395133,444,Stillwater - OK,msa,OK,114923.9794
394489,445,Columbus - IN,msa,IN,161217.196
394345,446,Athens - TX,msa,TX,202559.1747
394452,447,Centralia - WA,msa,WA,335415.7166
394822,448,Manitowoc - WI,msa,WI,158726.6839
394682,449,Hinesville - GA,msa,GA,121939.054
395205,451,Warsaw - IN,msa,IN,193529.9644
394986,452,Plattsburgh - NY,msa,NY,163109.8598
395126,453,Statesboro - GA,msa,GA,139444.3492
394445,454,Casper - WY,msa,WY,201682.8464
395231,455,Wilson - NC,msa,NC,115403.7638
753881,456,Glenwood Springs - CO,msa,CO,680915.282
395085,457,Seneca - SC,msa,SC,167284.7889
394866,458,Minot - ND,msa,ND,163314.9035
394936,459,Olean - NY,msa,NY,122931.0664
394465,460,Chillicothe - OH,msa,OH,155522.6773
395077,461,Searcy - AR,msa,AR,114067.879
394638,462,Grand Island - NE,msa,NE,170339.5332
394994,463,Port Angeles - WA,msa,WA,419396.4134
394350,464,Auburn - NY,msa,NY,164934.2871
394699,465,Huntsville - TX,msa,TX,158091.2622
394738,466,Keene - NH,msa,NH,282382.9826
394674,467,Heber - UT,msa,UT,787636.3603
395010,468,Quincy - IL,msa,IL,117522.1795
395062,469,Sandusky - OH,msa,OH,158461.7872
394593,470,Findlay - OH,msa,OH,151609.1757
394614,471,Frankfort - KY,msa,KY,157989.8225
394516,472,Danville - IL,msa,IL,62034.19159
394298,473,Aberdeen - WA,msa,WA,274084.3949
394999,474,Portsmouth - OH,msa,OH,79694.84814
395106,475,Somerset - PA,msa,PA,132320.087
753928,476,Wisconsin Rapids - WI,msa,WI,134241.0128
753893,477,Jefferson - GA,msa,GA,225691.4785
394736,478,Kapaa - HI,msa,HI,974756.4077
394955,479,Palatka - FL,msa,FL,169830.646
394683,481,Hobbs - NM,msa,NM,134716.2729
395088,482,Shawnee - OK,msa,OK,84866.47796
394884,484,Mount Airy - NC,msa,NC,149609.5093
395132,485,Stevens Point - WI,msa,WI,175843.7509
394647,486,Greeneville - TN,msa,TN,159075.8512
394655,488,Greenwood - SC,msa,SC,117238.7425
394764,489,Lake City - FL,msa,FL,173761.5265
394752,490,Klamath Falls - OR,msa,OR,195083.3085
394877,491,Morehead City - NC,msa,NC,352292.6277
394472,492,Clearlake - CA,msa,CA,256468.8459
394305,493,Alamogordo - NM,msa,NM,147121.1624
395027,494,Roanoke Rapids - NC,msa,NC,64114.10919
394587,495,Farmington - MO,msa,MO,125232.6795
394897,496,Muskogee - OK,msa,OK,66325.11204
394826,497,Marion - IN,msa,IN,71601.24601
394586,498,Faribault - MN,msa,MN,264595.2296
395021,499,Richmond - IN,msa,IN,94289.74071
394829,500,Marquette - MI,msa,MI,191262.7319
394922,501,North Wilkesboro - NC,msa,NC,163694.7946
394885,502,Mount Pleasant - MI,msa,MI,132729.4341
394827,504,Marion - OH,msa,OH,112256.1231
394360,505,Baraboo - WI,msa,WI,232448.0586
395016,506,Red Bluff - CA,msa,CA,236773.6077
394825,507,Marinette - WI,msa,WI,143987.6574
395040,509,Roswell - NM,msa,NM,120085.8243
395092,510,Shelton - WA,msa,WA,426585.0026
394540,511,Dublin - GA,msa,GA,108120.9844
394899,512,Nacogdoches - TX,msa,TX,136376.8004
395105,513,Somerset - KY,msa,KY,154759.2803
394496,514,Coos Bay - OR,msa,OR,278089.5708
394600,515,Forest City - NC,msa,NC,166913.982
394836,516,Martinsville - VA,msa,VA,90728.83569
395020,517,Rexburg - ID,msa,ID,285726.6894
394787,518,Lewiston - ID,msa,ID,268465.6996
394759,519,Laconia - NH,msa,NH,367767.0915
394629,520,Georgetown - SC,msa,SC,263998.6385
394343,521,Athens - OH,msa,OH,119781.1976
395063,522,Sanford - NC,msa,NC,170484.1525
394570,523,Enid - OK,msa,OK,57180.55127
394889,524,Mount Vernon - OH,msa,OH,180281.9671
395199,525,Walla Walla - WA,msa,WA,289342.6181
394309,526,Albemarle - NC,msa,NC,175923.2059
394701,527,Hutchinson - KS,msa,KS,85198.70253
394693,528,Hudson - NY,msa,NY,332845.2757
395124,529,Starkville - MS,msa,MS,171666.7085
394443,530,Carlsbad - NM,msa,NM,156386.6646
394631,531,Gillette - WY,msa,WY,235207.7423
395136,532,Sturgis - MI,msa,MI,147242.799
395044,533,Rutland - VT,msa,VT,269365.9522
394509,534,Crossville - TN,msa,TN,255285.9782
395071,536,Sayre - PA,msa,PA,164879.5978
395049,537,Salina - KS,msa,KS,108404.7648
753903,538,Marietta - OH,msa,OH,127346.1617
394591,539,Fergus Falls - MN,msa,MN,248338.0571
394362,540,Barre - VT,msa,VT,308902.4381
394618,541,Fremont - OH,msa,OH,127069.6654
394939,542,Oneonta - NY,msa,NY,173804.4373
394923,544,Norwalk - OH,msa,OH,131550.4357
394365,545,Batavia - NY,msa,NY,158042.0718
394336,546,Ardmore - OK,msa,OK,89350.63202
394956,547,Palestine - TX,msa,TX,139599.2468
394605,548,Fort Madison - IA,msa,IA,77573.4122
394456,549,Charleston - IL,msa,IL,76383.28332
394592,550,Fernley - NV,msa,NV,286463.4173
394444,551,Carson City - NV,msa,NV,338123.9941
394432,553,Calhoun - GA,msa,GA,181942.4759
753877,554,Cullowhee - NC,msa,NC,294925.691
394737,555,Kearney - NE,msa,NE,177279.3842
394582,556,Fairmont - WV,msa,WV,105982.0818
394940,557,Ontario - OR,msa,OR,240473.6155
394621,558,Gaffney - SC,msa,SC,124980.7434
394977,559,Picayune - MS,msa,MS,139744.5028
395131,560,Sterling - IL,msa,IL,97653.43798
394411,561,Branson - MO,msa,MO,199828.8175
394446,562,Cedar City - UT,msa,UT,290991.0568
395216,563,Waycross - GA,msa,GA,97311.97526
394951,564,Oxford - MS,msa,MS,230712.3424
