RegionID,SizeRank,RegionNames,RegionType,StateName,11/30/2023
394352,96,Augusta - GA,msa,GA,132374.2608
394957,97,Palm Bay - FL,msa,FL,175675.9488
394711,98,Jackson - MS,msa,MS,98491.60564
394666,99,Harrisburg - PA,msa,PA,139038.9415
395113,100,Spokane - WA,msa,WA,265367.0928
395075,101,Scranton - PA,msa,PA,121633.0307
394460,102,Chattanooga - TN,msa,TN,224913.3317
394871,103,Modesto - CA,msa,CA,265142.1819
394768,104,Lancaster - PA,msa,PA,203218.0064
394997,105,Portland - ME,msa,ME,342003.8503
395245,106,Youngstown - OH,msa,OH,61396.03999
394770,107,Lansing - MI,msa,MI,99439.96268
394590,108,Fayetteville - AR,msa,AR,212890.5448
394589,109,Fayetteville - NC,msa,NC,125251.0816
394792,110,Lexington - KY,msa,KY,147072.9109
394971,111,Pensacola - FL,msa,FL,232284.0038
395068,112,Santa Rosa - CA,msa,CA,500343.7582
395019,113,Reno - NV,msa,NV,263036.4061
394698,114,Huntsville - AL,msa,AL,144897.3282
394995,115,Port St. Lucie - FL,msa,FL,182519.1035
394761,116,Lafayette - LA,msa,LA,101430.0232
394898,117,Myrtle Beach - SC,msa,SC,182873.192
395116,118,Springfield - MO,msa,MO,99439.38156
395195,119,Visalia - CA,msa,CA,182474.875
394746,120,Killeen - TX,msa,TX,127905.9816
394338,121,Asheville - NC,msa,NC,273598.1906
395244,122,York - PA,msa,PA,144298.0339
395183,123,Vallejo - CA,msa,CA,339487.2821
753917,124,Santa Maria - CA,msa,CA,742204.7672
395050,125,Salinas - CA,msa,CA,620971.391
395048,126,Salem - OR,msa,OR,275341.4184
394870,127,Mobile - AL,msa,AL,105267.3119
395015,128,Reading - PA,msa,PA,161282.768
394502,129,Corpus Christi - TX,msa,TX,157005.2392
394421,130,Brownsville - TX,msa,TX,155166.2484
394820,131,Manchester - NH,msa,NH,229383.4579
394612,132,Fort Wayne - IN,msa,IN,95419.16601
394658,133,Gulfport - MS,msa,MS,123652.0509
395051,134,Salisbury - MD,msa,DE,283737.8637
394596,135,Flint - MI,msa,MI,61886.32225
394972,136,Peoria - IL,msa,IL,51430.55036
394439,137,Canton - OH,msa,OH,89066.28386
395070,138,Savannah - GA,msa,GA,312143.4301
394327,139,Anchorage - AK,msa,AK,169142.6223
394372,140,Beaumont - TX,msa,TX,87170.37083
395096,141,Shreveport - LA,msa,LA,61674.67226
395164,142,Trenton - NJ,msa,NJ,190421.5862
394875,143,Montgomery - AL,msa,AL,110813.0065
394520,144,Davenport - IA,msa,IL,83967.48192
395146,145,Tallahassee - FL,msa,FL,135477.9231
394576,146,Eugene - OR,msa,OR,311128.3114
394901,147,Naples - FL,msa,FL,320918.5323
394332,148,Ann Arbor - MI,msa,MI,226450.0202
394927,149,Ocala - FL,msa,FL,116652.6808
394679,150,Hickory - NC,msa,NC,144007.0288
394697,151,Huntington - WV,msa,OH,63515.60962
394602,152,Fort Collins - CO,msa,CO,331123.489
395033,153,Rockford - IL,msa,IL,75680.86233
394796,154,Lincoln - NE,msa,NE,221987.2983
394622,155,Gainesville - FL,msa,FL,144989.9005
394405,156,Boulder - CO,msa,CO,352104.1645
394646,157,Green Bay - WI,msa,WI,156881.8312
394488,158,Columbus - GA,msa,GA,70426.65026
395107,159,South Bend - IN,msa,IN,105336.1901
395109,160,Spartanburg - SC,msa,SC,119267.025
394645,161,Greeley - CO,msa,CO,310308.8593
394808,162,Lubbock - TX,msa,TX,99970.18126
394471,163,Clarksville - TN,msa,TN,134686.1847
395028,164,Roanoke - VA,msa,VA,143813.5052
394579,165,Evansville - IN,msa,IN,75883.41605
394747,167,Kingsport - TN,msa,TN,122632.7963
394741,168,Kennewick - WA,msa,WA,232798.7714
395179,169,Utica - NY,msa,NY,128670.1698
394660,170,Hagerstown - MD,msa,MD,162810.9844
394543,171,Duluth - MN,msa,MN,156137.0102
394937,172,Olympia - WA,msa,WA,380759.8714
394803,173,Longview - TX,msa,TX,121290.0173
395229,174,Wilmington - NC,msa,NC,336425.9196
395061,175,San Luis Obispo - CA,msa,CA,588883.0573
753875,176,Crestview - FL,msa,FL,383061.5178
394851,177,Merced - CA,msa,CA,250372.2845
395197,178,Waco - TX,msa,TX,108253.774
394447,179,Cedar Rapids - IA,msa,IA,77220.86862
394348,180,Atlantic City - NJ,msa,NJ,200157.9601
394412,181,Bremerton - WA,msa,WA,395168.663
395103,182,Sioux Falls - SD,msa,SD,147472.6881
395065,183,Santa Cruz - CA,msa,CA,672402.3452
394572,184,Erie - PA,msa,PA,111058.3497
394924,185,Norwich - CT,msa,CT,188137.5488
394323,186,Amarillo - TX,msa,TX,77481.86464
395171,188,Tuscaloosa - AL,msa,AL,147234.2156
394483,189,College Station - TX,msa,TX,141492.5195
394732,190,Kalamazoo - MI,msa,MI,132490.1806
394811,191,Lynchburg - VA,msa,VA,166107.3596
394455,192,Charleston - WV,msa,WV,75311.94937
395240,193,Yakima - WA,msa,WA,172568.4008
394387,195,Binghamton - NY,msa,NY,97399.32105
394609,196,Fort Smith - AR,msa,AR,99054.246
394334,197,Appleton - WI,msa,WI,147087.3195
395161,199,Topeka - KS,msa,KS,68903.59682
394813,200,Macon - GA,msa,GA,76104.45186
395174,201,Tyler - TX,msa,TX,157980.3839
394361,202,Barnstable Town - MA,msa,MA,387975.6667
394519,203,Daphne - AL,msa,AL,366480.3344
394378,205,Bellingham - WA,msa,WA,328528.905
394429,206,Burlington - VT,msa,VT,284049.9676
395030,207,Rochester - MN,msa,MN,173017.524
753895,208,Lafayette - IN,msa,IN,127851.5607
394454,209,Champaign - IL,msa,IL,102368.798
394848,210,Medford - OR,msa,OR,315501.8949
394459,212,Charlottesville - VA,msa,VA,226792.0237
394763,213,Lake Charles - LA,msa,LA,87337.54708
394773,214,Las Cruces - NM,msa,NM,154252.2987
394464,215,Chico - CA,msa,CA,193484.3447
394681,216,Hilton Head Island - SC,msa,SC,439209.4996
394346,217,Athens - GA,msa,GA,232040.196
394765,218,Lake Havasu City - AZ,msa,AZ,170280.9324
394485,219,Columbia - MO,msa,MO,148263.2593
394872,222,Monroe - LA,msa,LA,55111.3113
394565,223,Elkhart - IN,msa,IN,114764.0505
394726,224,Johnson City - TN,msa,TN,171011.3326
395247,225,Yuma - AZ,msa,AZ,187847.0613
394623,226,Gainesville - GA,msa,GA,225644.3696
394716,227,Jacksonville - NC,msa,NC,191454.9128
394597,228,Florence - SC,msa,SC,55108.45597
394680,229,Hilo - HI,msa,HI,346387.7299
395118,230,St. Cloud - MN,msa,MN,181033.7649
395011,231,Racine - WI,msa,WI,147711.1359
394380,232,Bend - OR,msa,OR,388753.5838
395047,233,Saginaw - MI,msa,MI,61891.63124
395202,234,Warner Robins - GA,msa,GA,83921.90434
395151,235,Terre Haute - IN,msa,IN,69899.67429
395162,236,Torrington - CT,msa,CT,191984.4409
395009,237,Punta Gorda - FL,msa,FL,164097.6719
394386,239,Billings - MT,msa,MT,230783.1125
395018,240,Redding - CA,msa,CA,194984.1108
394748,241,Kingston - NY,msa,NY,274214.5616
394960,242,Panama City - FL,msa,FL,343212.6661
394729,243,Joplin - MO,msa,MO,80817.40288
394539,244,Dover - DE,msa,DE,166548.0318
395246,247,Yuba City - CA,msa,CA,218491.9376
394406,248,Bowling Green - KY,msa,KY,123238.4671
395119,249,St. George - UT,msa,UT,247757.8707
394896,250,Muskegon - MI,msa,MI,130477.9559
394299,251,Abilene - TX,msa,TX,91928.93383
394707,252,Iowa City - IA,msa,IA,163666.7535
394351,253,Auburn - AL,msa,AL,177086.2236
753869,255,Bloomington - IL,msa,IL,104717.1469
394671,255,Hattiesburg - MS,msa,MS,111591.2432
394944,257,Oshkosh - WI,msa,WI,136913.87
394555,258,Eau Claire - WI,msa,WI,182812.9788
394651,259,Greenville - NC,msa,NC,101396.9099
394428,260,Burlington - NC,msa,NC,129886.0575
395210,261,Waterloo - IA,msa,IA,68020.74544
394480,262,Coeur d'Alene - ID,msa,ID,445005.8411
394553,263,East Stroudsburg - PA,msa,PA,134084.5639
395007,264,Pueblo - CO,msa,CO,139145.9367
394392,265,Blacksburg - VA,msa,VA,167143.0051
395215,266,Wausau - WI,msa,WI,114264.8595
394731,267,Kahului - HI,msa,HI,779773.7242
394720,268,Janesville - WI,msa,WI,117479.496
394393,270,Bloomington - IN,msa,IN,152306.8027
394710,272,Jackson - MI,msa,MI,102189.0179
395125,273,State College - PA,msa,PA,198192.8874
395079,274,Sebastian - FL,msa,FL,139464.0427
394814,275,Madera - CA,msa,CA,234328.4622
394453,277,Chambersburg - PA,msa,PA,146958.3764
395193,278,Vineland - NJ,msa,NJ,129342.5094
394703,279,Idaho Falls - ID,msa,ID,204173.1418
394639,280,Grand Junction - CO,msa,CO,241078.5186
394563,281,Elizabethtown - KY,msa,KY,102614.3993
394917,282,Niles - MI,msa,MI,156046.515
394873,283,Monroe - MI,msa,MI,116121.5757
395066,284,Santa Fe - NM,msa,NM,332710.5728
394493,285,Concord - NH,msa,NH,246143.7464
394314,286,Alexandria - LA,msa,LA,80538.43163
395163,287,Traverse City - MI,msa,MI,266875.7258
394359,288,Bangor - ME,msa,ME,144195.4897
394685,289,Homosassa Springs - FL,msa,FL,143970.7519
394723,291,Jefferson City - MO,msa,MO,123598.2226
394802,294,London - KY,msa,KY,66004.49507
394306,295,Albany - GA,msa,GA,63711.3715
395102,297,Sioux City - IA,msa,IA,96034.76986
395223,298,Wichita Falls - TX,msa,TX,54527.76486
395182,300,Valdosta - GA,msa,GA,120948.6915
394800,301,Logan - UT,msa,UT,298007.2874
394595,302,Flagstaff - AZ,msa,AZ,309963.8375
395036,303,Rocky Mount - NC,msa,NC,140107.6692
395000,304,Pottsville - PA,msa,PA,92629.23792
395232,308,Winchester - VA,msa,VA,182644.0428
395221,309,Wheeling - WV,msa,OH,56589.39255
394879,310,Morgantown - WV,msa,WV,125993.3867
394756,311,La Crosse - WI,msa,WI,144763.7018
394900,312,Napa - CA,msa,CA,664467.4401
395013,313,Rapid City - SD,msa,SD,193386.9444
395139,314,Sumter - SC,msa,SC,78404.6821
394577,315,Eureka - CA,msa,CA,329908.567
395117,316,Springfield - OH,msa,OH,79598.38855
394668,317,Harrisonburg - VA,msa,VA,207831.0659
394368,318,Battle Creek - MI,msa,MI,87085.47398
395094,319,Sherman - TX,msa,TX,146945.6888
394821,320,Manhattan - KS,msa,KS,108692.1022
394390,324,Bismarck - ND,msa,ND,129268.3631
394983,326,Pittsfield - MA,msa,MA,208639.9426
394890,327,Mount Vernon - WA,msa,WA,396473.0203
394719,328,Jamestown - NY,msa,NY,132238.1359
395153,329,The Villages - FL,msa,FL,197090.951
394307,330,Albany - OR,msa,OR,255433.5422
394633,331,Glens Falls - NY,msa,NY,182931.1215
394780,332,Lawton - OK,msa,OK,48703.67545
394474,334,Cleveland - TN,msa,TN,174952.2681
395098,335,Sierra Vista - AZ,msa,AZ,159463.1924
394325,336,Ames - IA,msa,IA,111120.7941
394824,337,Mansfield - OH,msa,OH,73258.67833
395128,338,Staunton - VA,msa,VA,175863.0445
394353,339,Augusta - ME,msa,ME,235781.1687
394905,341,New Bern - NC,msa,NC,176857.1886
394588,342,Farmington - NM,msa,NM,169658.552
395120,343,St. Joseph - MO,msa,MO,64784.386
395218,345,Wenatchee - WA,msa,WA,353598.7954
394949,346,Owensboro - KY,msa,KY,68054.9977
753890,347,Holland - MI,msa,MI,218610.2731
394810,348,Lumberton - NC,msa,NC,48340.85989
394778,349,Lawrence - KS,msa,KS,163584.2933
394635,350,Goldsboro - NC,msa,NC,98231.57047
395213,351,Watertown - NY,msa,NY,133368.5439
395089,352,Sheboygan - WI,msa,WI,155564.235
395217,353,Weirton - WV,msa,OH,50212.4949
394867,354,Missoula - MT,msa,MT,364705.3798
394407,356,Bozeman - MT,msa,MT,467825.8176
394333,357,Anniston - AL,msa,AL,62987.28319
394374,358,Beckley - WV,msa,WV,54324.64982
395225,359,Williamsport - PA,msa,PA,130005.8123
394423,360,Brunswick - GA,msa,GA,252965.2913
753872,361,California - MD,msa,MD,198535.8685
395173,361,Twin Falls - ID,msa,ID,166905.9876
394495,363,Cookeville - TN,msa,TN,167224.8089
394893,364,Muncie - IN,msa,IN,56259.16521
394857,365,Michigan City - IN,msa,IN,131173.6658
395039,366,Roseburg - OR,msa,OR,252374.1024
394788,367,Lewiston - ME,msa,ME,222955.0269
394804,368,Longview - WA,msa,WA,256210.4708
394932,369,Ogdensburg - NY,msa,NY,100160.4159
394734,370,Kankakee - IL,msa,IL,84164.232
394396,371,Bluefield - WV,msa,VA,57464.59401
395095,372,Show Low - AZ,msa,AZ,195743.7412
395023,373,Richmond - KY,msa,KY,109771.0677
395222,375,Whitewater - WI,msa,WI,173850.1262
394709,376,Ithaca - NY,msa,NY,200484.333
394637,377,Grand Forks - ND,msa,MN,118926.9434
394524,378,Decatur - IL,msa,IL,41431.86272
394762,379,LaGrange - GA,msa,GA,53924.74204
394369,380,Bay City - MI,msa,MI,73455.37255
394599,381,Fond du Lac - WI,msa,WI,117169.0906
394630,382,Gettysburg - PA,msa,PA,165009.1303
394733,384,Kalispell - MT,msa,MT,445847.1535
394518,385,Danville - VA,msa,VA,64920.0587
394823,386,Mankato - MN,msa,MN,160504.9851
394794,387,Lima - OH,msa,OH,68258.48691
753915,388,Salem - OH,msa,OH,78296.5259
395166,389,Truckee - CA,msa,CA,361048.7326
395080,390,Sebring - FL,msa,FL,105496.3462
394689,392,Hot Springs - AR,msa,AR,145501.3464
394302,393,Adrian - MI,msa,MI,139312.2492
394542,396,Dubuque - IA,msa,IA,119856.9014
394852,397,Meridian - MS,msa,MS,55710.72982
753912,398,Pinehurst - NC,msa,NC,197651.323
394953,399,Paducah - KY,msa,KY,84986.83745
395190,400,Victoria - TX,msa,TX,101965.2075
395038,401,Rome - GA,msa,GA,127740.087
395086,402,Sevierville - TN,msa,TN,433700.912
394882,403,Moses Lake - WA,msa,WA,205255.9447
394340,404,Ashtabula - OH,msa,OH,90136.09551
394441,405,Cape Girardeau - MO,msa,MO,125181.076
394580,407,Fairbanks - AK,msa,AK,160888.4294
394410,408,Brainerd - MN,msa,MN,209673.6136
394513,409,Cumberland - MD,msa,MD,88187.82739
394928,410,Ocean City - NJ,msa,NJ,321158.9598
394505,411,Corvallis - OR,msa,OR,367146.8571
394988,412,Pocatello - ID,msa,ID,193758.7717
394501,413,Corning - NY,msa,NY,122611.7188
394911,414,New Philadelphia - OH,msa,OH,110941.563
395175,416,Ukiah - CA,msa,CA,436920.4388
753887,417,Hermiston - OR,msa,OR,168637.7816
394469,418,Clarksburg - WV,msa,WV,71317.44551
394964,419,Parkersburg - WV,msa,WV,72335.12371
394641,422,Grants Pass - OR,msa,OR,261712.1107
395248,426,Zanesville - OH,msa,OH,100348.956
394907,427,New Castle - PA,msa,PA,75360.32312
394925,428,Oak Harbor - WA,msa,WA,544405.5861
394568,432,Elmira - NY,msa,NY,79649.72645
394644,433,Great Falls - MT,msa,MT,175544.3289
394704,436,Indiana - PA,msa,PA,90110.34256
394859,437,Midland - MI,msa,MI,111052.2783
394755,438,Kokomo - IN,msa,IN,54065.22081
394395,439,Bloomsburg - PA,msa,PA,127691.5265
394675,441,Helena - MT,msa,MT,283359.2614
394744,442,Key West - FL,msa,FL,530261.3111
395133,444,Stillwater - OK,msa,OK,105858.8897
394489,445,Columbus - IN,msa,IN,120224.855
394345,446,Athens - TX,msa,TX,135475.0123
394452,447,Centralia - WA,msa,WA,303896.4863
394822,448,Manitowoc - WI,msa,WI,119912.0314
394682,449,Hinesville - GA,msa,GA,152606.0867
395205,451,Warsaw - IN,msa,IN,152144.6717
394986,452,Plattsburgh - NY,msa,NY,129355.0177
395126,453,Statesboro - GA,msa,GA,155958.2784
394445,454,Casper - WY,msa,WY,147734.1662
395231,455,Wilson - NC,msa,NC,57441.90332
753881,456,Glenwood Springs - CO,msa,CO,595138.3005
395085,457,Seneca - SC,msa,SC,152051.9186
394936,459,Olean - NY,msa,NY,122446.4921
394465,460,Chillicothe - OH,msa,OH,130226.5289
394638,462,Grand Island - NE,msa,NE,121967.5705
394994,463,Port Angeles - WA,msa,WA,360060.786
394350,464,Auburn - NY,msa,NY,150316.8088
394699,465,Huntsville - TX,msa,TX,145391.6753
394738,466,Keene - NH,msa,NH,232593.9364
395010,468,Quincy - IL,msa,IL,75016.41698
395062,469,Sandusky - OH,msa,OH,129496.4503
394593,470,Findlay - OH,msa,OH,127558.233
394614,471,Frankfort - KY,msa,KY,92469.37862
394298,473,Aberdeen - WA,msa,WA,206943.8367
394999,474,Portsmouth - OH,msa,OH,63509.09077
395106,475,Somerset - PA,msa,PA,118309.08
394736,478,Kapaa - HI,msa,HI,759394.7647
394955,479,Palatka - FL,msa,FL,150616.2117
395088,482,Shawnee - OK,msa,OK,69219.51329
394884,484,Mount Airy - NC,msa,NC,112503.1704
394655,488,Greenwood - SC,msa,SC,94490.23775
394764,489,Lake City - FL,msa,FL,147751.5866
394752,490,Klamath Falls - OR,msa,OR,149158.1618
394877,491,Morehead City - NC,msa,NC,239942.4072
394472,492,Clearlake - CA,msa,CA,162855.6814
394305,493,Alamogordo - NM,msa,NM,134391.2886
395027,494,Roanoke Rapids - NC,msa,NC,52390.91935
394587,495,Farmington - MO,msa,MO,76804.17964
394897,496,Muskogee - OK,msa,OK,54384.50732
394826,497,Marion - IN,msa,IN,40915.45035
394586,498,Faribault - MN,msa,MN,320887.8123
395021,499,Richmond - IN,msa,IN,57881.35732
394829,500,Marquette - MI,msa,MI,155125.1472
394922,501,North Wilkesboro - NC,msa,NC,140727.777
394885,502,Mount Pleasant - MI,msa,MI,97375.09223
394827,504,Marion - OH,msa,OH,81557.68538
394360,505,Baraboo - WI,msa,WI,142997.3223
395016,506,Red Bluff - CA,msa,CA,180296.9649
395092,510,Shelton - WA,msa,WA,341340.7439
394496,514,Coos Bay - OR,msa,OR,241752.8671
394600,515,Forest City - NC,msa,NC,152727.8336
395020,517,Rexburg - ID,msa,ID,295360.8524
394787,518,Lewiston - ID,msa,ID,207323.4235
394759,519,Laconia - NH,msa,NH,262597.2986
394629,520,Georgetown - SC,msa,SC,233809.5129
394343,521,Athens - OH,msa,OH,96141.47945
395063,522,Sanford - NC,msa,NC,148938.1313
394570,523,Enid - OK,msa,OK,34016.16592
394889,524,Mount Vernon - OH,msa,OH,156554.8453
395199,525,Walla Walla - WA,msa,WA,212831.2794
394309,526,Albemarle - NC,msa,NC,117666.1208
394701,527,Hutchinson - KS,msa,KS,47002.20127
394693,528,Hudson - NY,msa,NY,306708.1961
394631,531,Gillette - WY,msa,WY,242169.5946
395136,532,Sturgis - MI,msa,MI,126481.3321
395044,533,Rutland - VT,msa,VT,233911.7807
394509,534,Crossville - TN,msa,TN,151154.6761
395071,536,Sayre - PA,msa,PA,158291.8381
395049,537,Salina - KS,msa,KS,75733.54914
753903,538,Marietta - OH,msa,OH,94989.74846
394591,539,Fergus Falls - MN,msa,MN,206045.6438
394362,540,Barre - VT,msa,VT,210512.8669
394618,541,Fremont - OH,msa,OH,95567.16716
394939,542,Oneonta - NY,msa,NY,142965.9176
394923,544,Norwalk - OH,msa,OH,105990.2172
394365,545,Batavia - NY,msa,NY,111248.7434
394336,546,Ardmore - OK,msa,OK,71476.57297
394605,548,Fort Madison - IA,msa,IA,48223.58159
394592,550,Fernley - NV,msa,NV,218161.4181
394444,551,Carson City - NV,msa,NV,263744.3173
394432,553,Calhoun - GA,msa,GA,155497.1368
753877,554,Cullowhee - NC,msa,NC,221286.2386
394582,556,Fairmont - WV,msa,WV,72162.90542
394940,557,Ontario - OR,msa,OR,172771.6614
395131,560,Sterling - IL,msa,IL,64884.22519
394411,561,Branson - MO,msa,MO,139234.2466
394446,562,Cedar City - UT,msa,UT,224167.1404
394951,564,Oxford - MS,msa,MS,224838.4954
394721,565,Jasper - IN,msa,IN,109696.5397
394556,566,Edwards - CO,msa,CO,581242.3071
394547,567,Durango - CO,msa,CO,343104.6276
394750,568,Kinston - NC,msa,NC,44959.78292
753920,569,Sonora - CA,msa,CA,255200.706
395157,570,Tiffin - OH,msa,OH,76691.59246
394989,572,Point Pleasant - WV,msa,OH,81261.84819
394566,573,Elko - NV,msa,NV,131371.1446
394517,574,Danville - KY,msa,KY,101999.2892
394632,575,Glasgow - KY,msa,KY,120536.2357
395122,576,St. Marys - GA,msa,GA,158059.262
394402,577,Boone - NC,msa,NC,231665.5665
394634,579,Gloversville - NY,msa,NY,126432.4693
394562,582,Elizabeth City - NC,msa,NC,131786.8896
394967,583,Payson - AZ,msa,AZ,265218.0675
394339,586,Ashland - OH,msa,OH,120455.4986
394861,588,Milledgeville - GA,msa,GA,139046.9408
394742,589,Kerrville - TX,msa,TX,234930.2022
394363,590,Bartlesville - OK,msa,OK,72583.78561
394652,593,Greenville - OH,msa,OH,89824.35722
395029,594,Rochelle - IL,msa,IL,83472.5733
394933,597,Oil City - PA,msa,PA,72495.66207
394838,598,Mason City - IA,msa,IA,107852.6364
394717,599,Jacksonville - TX,msa,TX,113479.4104
394625,600,Galesburg - IL,msa,IL,75506.38137
395234,603,Winona - MN,msa,MN,124952.3526
753905,604,Newport - OR,msa,OR,302971.8943
394326,607,Amsterdam - NY,msa,NY,118803.4703
394628,610,Gardnerville Ranchos - NV,msa,NV,411309.089
394437,612,Ca-¦on City - CO,msa,CO,218755.7232
394906,614,New Castle - IN,msa,IN,72044.31898
394919,616,Norfolk - NE,msa,NE,103934.0011
394431,617,Cadillac - MI,msa,MI,136929.3104
395097,619,Sidney - OH,msa,OH,104440.1803
395008,620,Pullman - WA,msa,WA,194071.5902
394819,621,Malone - NY,msa,NY,125996.6358
395017,624,Red Wing - MN,msa,MN,226216.9546
394918,625,Nogales - AZ,msa,AZ,236230.3067
395144,626,Tahlequah - OK,msa,OK,96321.23121
394739,627,Kendallville - IN,msa,IN,147925.2041
394876,628,Montrose - CO,msa,CO,364059.3058
394504,629,Cortland - NY,msa,NY,115614.074
394887,630,Mount Sterling - KY,msa,KY,98501.14498
394477,631,Clinton - IA,msa,IA,62409.45247
753916,632,Sandpoint - ID,msa,ID,451860.8429
753865,633,Bardstown - KY,msa,KY,144943.9909
395201,634,Wapakoneta - OH,msa,OH,96243.5377
394987,635,Plymouth - IN,msa,IN,162511.2444
394789,636,Lewistown - PA,msa,PA,114619.2332
394379,637,Bemidji - MN,msa,MN,195919.1787
394377,638,Bellefontaine - OH,msa,OH,103584.5208
395087,639,Seymour - IN,msa,IN,119843.4703
394426,640,Burley - ID,msa,ID,159109.1512
394548,641,Durant - OK,msa,OK,112769.2422
394500,644,Cornelia - GA,msa,GA,191508.5333
753889,645,Hillsdale - MI,msa,MI,124501.5756
394427,649,Burlington - IA,msa,IA,61115.91939
753918,652,Shawano - WI,msa,WI,130655.3863
394375,654,Bedford - IN,msa,IN,96656.52369
394616,657,Freeport - IL,msa,IL,63366.43137
395037,659,Rolla - MO,msa,MO,116219.2614
753904,661,Marion - NC,msa,NC,180448.0383
394695,662,Huntingdon - PA,msa,PA,123239.1514
